,word,furigana,translation,jlpt_level,romaji,num_characters,stroke_count
1008,境遇,きょうぐう,"environment, circumstances",N1,kyouguu,2,26
1009,教訓,きょうくん,"lesson, precept, moral instruction",N1,kyoukun,2,21
1010,強行,きょうこう,"forcing, enforcement",N1,kyoukou,2,17
1011,強硬,きょうこう,"firm, vigorous, stubborn",N1,kyoukou,2,23
1012,教材,きょうざい,teaching materials,N1,kyouzai,2,18
1013,凶作,きょうさく,"bad harvest, poor crop",N1,kyousaku,2,11
1014,業者,ぎょうしゃ,"trader, merchant",N1,gyousha,2,21
1015,教習,きょうしゅう,"training, instruction",N1,kyoushuu,2,22
1016,郷愁,きょうしゅう,"nostalgia, homesickness",N1,kyoushuu,2,24
1017,教職,きょうしょく,teaching profession,N1,kyoushoku,2,29
1018,興じる,きょうじる,"to amuse oneself, to make merry",N1,kyoujiru,3,20
1019,強制,きょうせい,"obligation, compulsion, enforcement",N1,kyousei,2,19
1020,行政,ぎょうせい,administration,N1,gyousei,2,15
1021,業績,ぎょうせき,"achievement, work, contribution",N1,gyouseki,2,30
1022,共存,きょうぞん,coexistence,N1,kyouzon,2,12
1023,協定,きょうてい,"arrangement, pact, agreement",N1,kyoutei,2,16
1024,郷土,きょうど,homeland,N1,kyoudo,2,14
1025,脅迫,きょうはく,"threat, coercion",N1,kyouhaku,2,18
1026,業務,ぎょうむ,"business, duties, work",N1,gyoumu,2,24
1027,共鳴,きょうめい,"resonance, sympathy",N1,kyoumei,2,20
1028,郷里,きょうり,"birth-place, home town",N1,kyouri,2,18
1029,強烈,きょうれつ,"strong, intense, severe",N1,kyouretsu,2,21
1030,共和,きょうわ,"republicanism, cooperation",N1,kyouwa,2,14
1031,局限,きょくげん,"limit, localize",N1,kyokugen,2,16
1032,極端,きょくたん,"extreme, extremity",N1,kyokutan,2,26
1033,居住,きょじゅう,residence,N1,kyojuu,2,15
1034,拒絶,きょぜつ,"refusal, rejection",N1,kyozetsu,2,20
1035,漁船,ぎょせん,fishing boat,N1,gyosen,2,25
1036,漁村,ぎょそん,fishing village,N1,gyoson,2,21
1037,拒否,きょひ,"denial, rejection, refusal",N1,kyohi,2,15
1038,許容,きょよう,"permission, pardon",N1,kyoyou,2,21
1039,清らか,きよらか,"clean, pure, chaste",N1,kiyoraka,3,16
1040,きらびやか,きらびやか,"gorgeous, gaudy, dazzling",N1,kirabiyaka,5,14
1041,～きり,～きり,only,N1,～kiri,3,5
1042,義理,ぎり,"debt of gratitude, obligation",N1,giri,2,24
1043,切替,きりかえ,"exchange, conversion, switchover",N1,kirikae,2,16
1044,気流,きりゅう,atmospheric current,N1,kiryuu,2,16
1045,切れ目,きれめ,"break, pause, gap",N1,kireme,3,11
1046,疑惑,ぎわく,"doubt, misgivings, suspicion",N1,giwaku,2,26
1047,極めて,きわめて,"exceedingly, extremely (written expression)",N1,kiwamete,3,15
1048,近眼,きんがん,nearsightedness,N1,kingan,2,18
1049,緊急,きんきゅう,"urgent, pressing, emergency",N1,kinkyuu,2,24
1050,近郊,きんこう,"suburbs, outskirts",N1,kinkou,2,16
1051,均衡,きんこう,"equilibrium, balance",N1,kinkou,2,23
1052,禁じる,きんじる,to prohibit,N1,kinjiru,3,17
1053,勤勉,きんべん,"industry, diligence",N1,kinben,2,22
1054,吟味,ぎんみ,"examination, careful investigation",N1,ginmi,2,15
1055,勤務,きんむ,"service, duty, work",N1,kinmu,2,23
1056,禁物,きんもつ,"taboo, forbidden thing",N1,kinmotsu,2,21
1057,勤労,きんろう,"labor, exertion, diligent service",N1,kinrou,2,19
1058,クイズ,クイズ,quiz,N1,kuizu,3,8
1059,食い違う,くいちがう,"to cross each other, to differ",N1,kuichigau,4,26
1060,空間,くうかん,"space, room, airspace",N1,kuukan,2,20
1061,空腹,くうふく,hunger,N1,kuufuku,2,21
1062,区画,くかく,"division, section, area",N1,kukaku,2,12
1063,区間,くかん,section,N1,kukan,2,16
1064,茎,くき,stalk,N1,kuki,1,8
1065,区切り,くぎり,"an end, a stop, punctuation",N1,kugiri,3,10
1066,くぐる,くぐる,to pass through; to go around,N1,kuguru,3,5
1067,くじ (～をひく),くじ (～をひく),"lottery, lot",N1,kuji (～wohiku),9,9
1068,くじびき,くじびき,"lottery, drawn lot",N1,kujibiki,4,10
1069,くすぐったい,くすぐったい,ticklish,N1,kusuguttai,6,13
1070,愚痴,ぐち,"idle complaint, grumble",N1,guchi,2,26
1071,口吟む,くちずさむ,to humble,N1,kuchizusamu,3,13
1072,嘴,くちばし,"beak, bill",N1,kuchibashi,1,16
1073,朽ちる,くちる,to rot,N1,kuchiru,3,9
1074,覆す,くつがえす,"to overturn, to upset, to overthrow",N1,kutsugaesu,2,20
1075,くっきり,くっきり,"distinctly, clearly, boldly",N1,kukkiri,4,7
1076,屈折,くっせつ,"bending, indentation, refraction",N1,kussetsu,2,15
1077,ぐっと,ぐっと,"firmly, fast, more",N1,gutto,3,6
1078,首飾り,くびかざり,necklace,N1,kubikazari,3,24
1079,首輪,くびわ,"necklace, choker",N1,kubiwa,2,24
1080,組み込む,くみこむ,"to insert, to include, to cut in (printing)",N1,kumikomu,4,21
1081,組み合わせる,くみあわせる,"to join together, to combine, to join up",N1,kumiawaseru,6,25
1082,蔵,くら,"warehouse, cellar",N1,kura,1,15
1083,グレー,グレー,"grey, gray",N1,gureー,3,5
1084,クレーン,クレーン,crane,N1,kureーn,4,5
1085,玄人,くろうと,"expert, professional",N1,kurouto,2,7
1086,黒字,くろじ,balance (figure) in the black,N1,kuroji,2,17
1087,軍艦,ぐんかん,"warship, battleship",N1,gunkan,2,30
1088,軍事,ぐんじ,military affairs,N1,gunji,2,17
1089,君主,くんしゅ,"ruler, monarch",N1,kunshu,2,12
1090,群集,ぐんしゅう,"(social) group, crowd, mob",N1,gunshuu,2,25
1091,群衆,ぐんしゅう,"(social) group, crowd, mob",N1,gunshuu,2,25
1092,軍備,ぐんび,"armaments, military preparations",N1,gunbi,2,21
1093,軍服,ぐんぷく,military or naval uniform,N1,gunpuku,2,17
1094,芸,げい,"art, accomplishment, performance",N1,gei,1,7
1095,経過,けいか,"passage, progress",N1,keika,2,23
1096,軽快,けいかい,"lively, casual, light",N1,keikai,2,19
1097,警戒,けいかい,"warning, admonition, vigilance",N1,keikai,2,26
1098,敬具,けいぐ,Sincerely (used at the end of letter),N1,keigu,2,20
1099,軽減,けいげん,"reduction, lessening",N1,keigen,2,24
1100,掲載,けいさい,"appearance (e.g., article in paper)",N1,keisai,2,24
1101,傾斜,けいしゃ,"inclination, slope, dip",N1,keisha,2,24
1102,形成,けいせい,formation,N1,keisei,2,13
1103,形勢,けいせい,"condition, situation, prospects",N1,keisei,2,20
1104,軽率,けいそつ,"thoughtless, careless, hasty",N1,keisotsu,2,23
1105,刑罰,けいばつ,"judgment, penalty, punishment",N1,keibatsu,2,20
1106,経費,けいひ,"expenses, cost, outlay",N1,keihi,2,23
1107,警部,けいぶ,police inspector,N1,keibu,2,30
1108,転換,てんかん,"convert, divert",N1,tenkan,2,23
1109,転居,てんきょ,"moving, changing residence",N1,tenkyo,2,19
1110,転勤,てんきん,transfer (to another office of a company),N1,tenkin,2,23
1111,点検,てんけん,"inspection, examination, checking",N1,tenken,2,21
1112,電源,でんげん,"source of electricity, power (e.g., button on TV)",N1,dengen,2,26
1113,天国,てんごく,"paradise, heaven, Kingdom of Heaven",N1,tengoku,2,12
1114,天才,てんさい,a genius,N1,tensai,2,7
1115,天災,てんさい,"natural calamity, disaster",N1,tensai,2,11
1116,展示,てんじ,"exhibition, display",N1,tenji,2,15
1117,伝説,でんせつ,"tradition, legend, folklore",N1,densetsu,2,20
1118,点線,てんせん,dotted line,N1,tensen,2,24
1119,転じる,てんじる,"to turn, to shift",N1,tenjiru,3,15
1120,転ずる,てんずる,"to turn, to shift",N1,tenzuru,3,16
1121,天体,てんたい,heavenly body,N1,tentai,2,11
1122,伝達,でんたつ,"transmission (e.g., news, communication, delivery)",N1,dentatsu,2,18
1123,天地,てんち,"heaven and earth, the universe",N1,tenchi,2,10
1124,てんで,てんで,"(not) at all, altogether, entirely",N1,tende,3,5
1125,転任,てんにん,change of post,N1,tennin,2,17
1126,展望,てんぼう,"view, outlook, prospect",N1,tenbou,2,21
1127,伝来,でんらい,"ancestral, hereditary, imported",N1,denrai,2,13
1128,転落,てんらく,"fall, degradation",N1,tenraku,2,23
1129,問い合わせる,といあわせる,"to inquire, to seek information",N1,toiawaseru,6,25
1130,当～,とう～,"Our ~ (e.g., Hotel, plane, etc.)",N1,tou～,2,6
1131,胴,どう,"trunk, body, frame",N1,dou,1,10
1132,同意,どうい,"agreement, consent; same meaning",N1,doui,2,19
1133,動員,どういん,mobilization,N1,douin,2,21
1134,同感,どうかん,"agreement, same opinion, same feeling",N1,doukan,2,19
1135,陶器,とうき,"pottery, ceramics",N1,touki,2,26
1136,討議,とうぎ,"debate, discussion",N1,tougi,2,30
1137,動機,どうき,"motive, incentive",N1,douki,2,27
1138,等級,とうきゅう,"grade, class",N1,toukyuu,2,21
1139,同級,どうきゅう,"the same grade, same class",N1,doukyuu,2,15
1140,同居,どうきょ,living together,N1,doukyo,2,14
1141,登校,とうこう,attendance (at school),N1,toukou,2,22
1142,統合,とうごう,"integration, unification, synthesis",N1,tougou,2,18
1143,動向,どうこう,"trend, tendency, movement, attitude",N1,doukou,2,17
1144,投資,とうし,investment,N1,toushi,2,20
1145,同情,どうじょう,"sympathy, compassion, sympathize",N1,doujou,2,17
1146,道場,どうじょう,"(arch) dojo, hall used for martial arts training, mandala",N1,doujou,2,24
1147,統制,とうせい,"regulation, control",N1,tousei,2,20
1148,当選,とうせん,"being elected, winning the prize",N1,tousen,2,21
1149,逃走,とうそう,"flight, desertion, escape",N1,tousou,2,16
1150,統率,とうそつ,"command, generalship, leadership",N1,tousotsu,2,23
1151,到達,とうたつ,"reaching, attaining, arrival",N1,toutatsu,2,20
1152,統治,とうち,"rule, reign, governing",N1,touchi,2,20
1153,仕切る,しきる,"to partition, to divide, to mark off",N1,shikiru,3,10
1154,資金,しきん,"funds, capital",N1,shikin,2,21
1155,軸,じく,"axis, stem, shaft",N1,jiku,1,12
1156,しくじる,しくじる,"to fail, to fall through, to blunder",N1,shikujiru,4,6
1157,仕組,しくみ,"structure, mechanism",N1,shikumi,2,16
1158,死刑,しけい,death penalty,N1,shikei,2,12
1159,湿気る,しける,"to be damp, to be moist",N1,shikeru,3,19
1160,施行,しこう,"enforcement, operation",N1,shikou,2,15
1161,思考,しこう,thought,N1,shikou,2,15
1162,志向,しこう,"intention, aim",N1,shikou,2,13
1163,嗜好,しこう,"taste, liking, preference",N1,shikou,2,19
1164,事項,じこう,"matter(s), item(s), facts",N1,jikou,2,20
1165,時刻表,じこくひょう,"timetable, (train) schedule",N1,jikokuhyou,3,26
1166,地獄,じごく,hell,N1,jigoku,2,20
1167,時差,じさ,time difference,N1,jisa,2,20
1168,自在,じざい,"freely, at will",N1,jizai,2,12
1169,視察,しさつ,"inspection, observation",N1,shisatsu,2,25
1170,資産,しさん,"property, fortune, assets",N1,shisan,2,24
1171,支持,しじ,support,N1,shiji,2,13
1172,自主,じしゅ,"independence, autonomy",N1,jishu,2,11
1173,自首,じしゅ,"surrender, give oneself up",N1,jishu,2,15
1174,刺繍,ししゅう,embroidery,N1,shishuu,2,25
1175,市場,しじょう,(the) market (as a concept),N1,shijou,2,17
1176,辞職,じしょく,resignation,N1,jishoku,2,31
1177,雫,しずく,drop (of water),N1,shizuku,1,11
1178,システム,システム,system,N1,shisutemu,4,10
1179,沈める,しずめる,"to sink, to submerge",N1,shizumeru,3,10
1180,施設,しせつ,"establishment, facility",N1,shisetsu,2,20
1181,事前,じぜん,"prior, beforehand, in advance",N1,jizen,2,17
1182,子息,しそく,(hon.) son,N1,shisoku,2,13
1183,持続,じぞく,"continuation, endurance",N1,jizoku,2,22
1184,自尊心,じそんしん,"self-respect, conceit",N1,jisonshin,3,22
1185,慕う,したう,to yearn to adore,N1,shitau,2,16
1186,下心,したごころ,"secret intention, motive",N1,shitagokoro,2,7
1187,下地,したじ,"groundwork, foundation",N1,shitaji,2,9
1188,親しむ,したしむ,"to be intimate with, to befriend",N1,shitashimu,3,20
1189,下調べ,したしらべ,preliminary investigation,N1,shitashirabe,3,21
1190,愛想,あいそう,sociability,N1,aisou,2,26
1191,間柄,あいだがら,relationship,N1,aidagara,2,21
1192,合間,あいま,interval,N1,aima,2,18
1193,敢えて,あえて,"dare (to do), venture (to do), challenge (to do)",N1,aete,3,15
1194,仰ぐ,あおぐ,"to look up (to), to respect; to ask for",N1,aogu,2,9
1195,垢,あか,"dirt, filth",N1,aka,1,9
1196,赤字,あかじ,"deficit, go in the red",N1,akaji,2,13
1197,明かす,あかす,to reveal; to stay up,N1,akasu,3,13
1198,赤らむ,あからむ,"to become red, to blush",N1,akaramu,3,12
1199,上がり,あがり,"ascent; income; completion, stop",N1,agari,3,10
1200,諦め,あきらめ,"resignation, reconciliation, consolation",N1,akirame,2,18
1201,アクセル,アクセル,(abbr.) accelerator,N1,akuseru,4,8
1202,あくどい,あくどい,gaudy vicious,N1,akudoi,4,10
1203,顎,あご,chin,N1,ago,1,18
1204,憧れ,あこがれ,"yearning, longing, aspiration",N1,akogare,2,17
1205,麻,あさ,hemp,N1,asa,1,11
1206,あざ,あざ,"birthmark, bruise",N1,aza,2,7
1207,浅ましい,あさましい,"shameful, mean, despicable",N1,asamashii,4,15
1208,欺く,あざむく,to deceive,N1,azamuku,2,13
1209,鮮やか,あざやか,"vivid, clear",N1,azayaka,3,23
1210,嘲笑う,あざわらう,"to sneer at, to ridicule",N1,azawarau,3,27
1211,悪しからず,あしからず,"don't take me wrong, but..., I'm sorry",N1,ashikarazu,5,21
1212,味わい,あじわい,"flavor, relish",N1,ajiwai,3,12
1213,焦る,あせる,"to be in a hurry, to be impatient",N1,aseru,2,13
1214,あせる (こえが～),あせる (こえが～),"to fade, to discolor",N1,aseru (koega～),10,16
1215,値,あたい,"value, price, worth",N1,atai,1,10
1216,値する,あたいする,"to be worth, to deserve",N1,ataisuru,3,13
1217,悪化,あっか,"deterioration, worsen",N1,akka,2,15
1218,扱い,あつかい,"treatment, service",N1,atsukai,2,8
1219,呆気ない,あっけない,"not enough, too quick (short, long, etc.)",N1,akkenai,4,19
1220,あっさり,あっさり,"easily, readily, quickly",N1,assari,4,8
1221,斡旋,あっせん,"kind offices, mediation",N1,assen,2,25
1222,圧倒,あっとう,"overwhelm, overpower",N1,attou,2,15
1223,圧迫,あっぱく,"pressure, coercion, oppression",N1,appaku,2,13
1224,あつらえる,あつらえる,"to give an order, to place an order",N1,atsuraeru,5,9
1225,圧力,あつりょく,"stress, pressure",N1,atsuryoku,2,7
1226,当て,あて,expectations; depend,N1,ate,2,7
1227,～宛,～あて,"for…(e.g., In a letter)",N1,～ate,2,8
1228,当て字,あてじ,"phonetic-equivalent character, substitute character",N1,ateji,3,13
1229,跡継ぎ,あとつぎ,"heir, successor",N1,atotsugi,3,31
1230,後回し,あとまわし,"putting off, postponing",N1,atomawashi,3,16
1231,油絵,あぶらえ,oil painting,N1,aburae,2,20
1232,アプローチ,アプローチ,approach (in golf),N1,apuroーchi,5,10
1233,あべこべ,あべこべ,"contrary, opposite, inverse",N1,abekobe,4,11
1234,甘える,あまえる,"to behave like a spoiled child, to fawn on",N1,amaeru,3,8
1235,雨具,あまぐ,rain gear,N1,amagu,2,16
1236,甘口,あまくち,sweet flavor,N1,amakuchi,2,8
1237,アマチュア,アマチュア,amateur,N1,amachua,5,11
1238,網,あみ,net,N1,ami,1,14
1239,操る,あやつる,"to manipulate, to operate, to pull strings",N1,ayatsuru,2,17
1240,危ぶむ,あやぶむ,"to fear, to have misgivings, to be doubtful",N1,ayabumu,3,15
1241,あやふや,あやふや,"uncertain, vague, ambiguous",N1,ayafuya,4,13
1242,過ち,あやまち,"fault, error, indiscretion",N1,ayamachi,2,14
1243,誤る,あやまる,to make a mistake,N1,ayamaru,2,15
1244,歩み,あゆみ,"step, progress, history",N1,ayumi,2,10
1245,歩む,あゆむ,to walk,N1,ayumu,2,11
1246,予め,あらかじめ,"in advance, previously",N1,arakajime,2,6
1247,荒らす,あらす,to damage; to invade,N1,arasu,3,13
1248,争い,あらそい,"dispute, quarrel, conflict",N1,arasoi,2,8
1249,改まる,あらたまる,to be renewed; to be formal,N1,aratamaru,3,11
1250,荒っぽい,あらっぽい,"rough, rude",N1,arappoi,4,17
1251,アラブ,アラブ,Arab,N1,arabu,3,7
1252,霰,あられ,"hail (e.g., falling ice balls)",N1,arare,1,20
1253,有り様,ありさま,"state, condition",N1,arisama,3,22
1254,ありのまま,ありのまま,"the truth, as it is, frankly",N1,arinomama,5,12
1255,ありふれる,ありふれる,"common, ordinary, routine",N1,arifureru,5,12
1256,アルカリ,アルカリ,alkali,N1,arukari,4,8
1257,アルミ,アルミ,"aluminum (Al, aluminum)",N1,arumi,3,7
1258,アワー,アワー,hour,N1,awaー,3,4
1259,合わす,あわす,"to join together, to face, to unite",N1,awasu,3,10
1260,～合せ,～あわせ,in all,N1,～awase,3,9
1261,アンコール,アンコール,encore,N1,ankoーru,5,8
1262,暗殺,あんさつ,assassination,N1,ansatsu,2,23
1263,暗算,あんざん,mental arithmetic,N1,anzan,2,27
1264,暗示,あんじ,"hint, suggestion",N1,anji,2,18
1265,案じる,あんじる,"to be anxious, to ponder",N1,anjiru,3,14
1266,安静,あんせい,rest,N1,ansei,2,20
1267,案の定,あんのじょう,"sure enough, as usual",N1,annojou,3,19
1268,いい加減,いいかげん,"random, irresponsible",N1,iikagen,4,21
1269,言い訳,いいわけ,"excuse, explanation",N1,iiwake,3,20
1270,イェス,イェス,yes; Jesus,N1,iェsu,3,6
1271,家出,いえで,running away from home,N1,iede,2,15
1272,生かす,いかす,to keep something alive; to make use of,N1,ikasu,3,10
1273,いかに,いかに,"how, in what way",N1,ikani,3,8
1274,いかにも,いかにも,truly (same as 実に (じつに)),N1,ikanimo,4,11
1275,異議,いぎ,"objection, dissent, protest",N1,igi,2,31
1276,生き甲斐,いきがい,"something one lives for, very important",N1,ikigai,4,25
1277,行き違い,いきちがい,"misunderstanding, disagreement",N1,ikichigai,4,24
1278,意気込む,いきごむ,to be enthusiastic about,N1,ikigomu,4,27
1279,育成,いくせい,"rearing, training, cultivation",N1,ikusei,2,14
1280,幾多,いくた,"many, numerous",N1,ikuta,2,18
1281,"(花を〜) 生ける, 活ける",(はなを～) いける,to arrange (flowers),N1,(hanawo～) ikeru,14,32
1282,異見,いけん,"different opinion, objection",N1,iken,2,18
1283,意向,いこう,"intention, idea, inclination",N1,ikou,2,19
1284,移行,いこう,switching over to,N1,ikou,2,17
1285,いざ,いざ,"now, come (now), crucial moment",N1,iza,2,6
1286,移住,いじゅう,"migration, immigration",N1,ijuu,2,18
1287,衣装,いしょう,"clothing, costume, outfit",N1,ishou,2,18
1288,いじる,いじる,"to touch, to tamper with",N1,ijiru,3,6
1289,異性,いせい,the opposite sex,N1,isei,2,19
1290,遺跡,いせき,historic ruins,N1,iseki,2,28
1291,依存,いぞん,"dependence, dependent, reliance",N1,izon,2,14
1292,委託,いたく,"consign (goods (for sale) to a firm), entrust",N1,itaku,2,18
1293,いたって,いたって,"very much, exceedingly, extremely",N1,itatte,4,8
1294,出世,しゅっせ,"promotion, successful career, eminence",N1,shusse,2,10
1295,出題,しゅつだい,proposing a question,N1,shutsudai,2,23
1296,出動,しゅつどう,"mobilization, action",N1,shutsudou,2,16
1297,出費,しゅっぴ,"expenses, disbursements",N1,shuppi,2,17
1298,出品,しゅっぴん,"exhibit, display",N1,shuppin,2,14
1299,主導,しゅどう,main leadership,N1,shudou,2,20
1300,主任,しゅにん,"person in charge, responsible official",N1,shunin,2,11
1301,首脳,しゅのう,"head, leader",N1,shunou,2,20
1302,守備,しゅび,defense,N1,shubi,2,18
1303,手法,しゅほう,technique,N1,shuhou,2,12
1304,樹木,じゅもく,"trees and shrubs, arbor",N1,jumoku,2,20
1305,樹立,じゅりつ,"establish, create",N1,juritsu,2,21
1306,準急,じゅんきゅう,"local express (train, slower than an express)",N1,junkyuu,2,22
1307,準じる,じゅんじる,"to follow, to conform, to apply to",N1,junjiru,3,17
1308,～署,～しょ,department,N1,～sho,2,13
1309,～症,～しょう,disease,N1,～shou,2,10
1310,～証,～しょう,"proof, certificate",N1,～shou,2,12
1311,～嬢,～じょう,young woman,N1,～jou,2,16
1312,上位,じょうい,"superior, higher order",N1,joui,2,10
1313,上演,じょうえん,art performance,N1,jouen,2,17
1314,城下,じょうか,land near the castle,N1,jouka,2,12
1315,消去,しょうきょ,"elimination, erasing",N1,shoukyo,2,15
1316,上空,じょうくう,"sky, high-altitude sky, upper air",N1,joukuu,2,11
1317,衝撃,しょうげき,"shock, crash, impact, ballistic",N1,shougeki,2,30
1318,証言,しょうげん,"evidence, testimony",N1,shougen,2,19
1319,証拠,しょうこ,"evidence, proof",N1,shouko,2,20
1320,照合,しょうごう,"check, verification",N1,shougou,2,19
1321,詳細,しょうさい,"detail, particulars",N1,shousai,2,24
1322,上昇,じょうしょう,"rising, ascending, climbing",N1,joushou,2,11
1323,昇進,しょうしん,promotion,N1,shoushin,2,19
1324,称する,しょうする,"to take the name of, to call oneself",N1,shousuru,3,13
1325,情勢,じょうせい,"state of things, condition, situation",N1,jousei,2,24
1326,消息,しょうそく,"news, letter, circumstances",N1,shousoku,2,20
1327,承諾,しょうだく,"consent, agreement",N1,shoudaku,2,23
1328,情緒,じょうちょ,"emotion, feeling",N1,joucho,2,25
1329,情緒,じょうしょ,"emotion, feeling",N1,jousho,2,25
1330,象徴,しょうちょう,symbol,N1,shouchou,2,26
1331,小児科,しょうにか,pediatrics,N1,shounika,3,19
1332,使用人,しようにん,"employee, servant",N1,shiyounin,3,15
1333,情熱,じょうねつ,"passion, enthusiasm, zeal",N1,jounetsu,2,26
1334,譲歩,じょうほ,"concession, conciliation, compromise",N1,jouho,2,28
1335,条約,じょうやく,"treaty, pact",N1,jouyaku,2,16
1336,勝利,しょうり,"victory, triumph, win",N1,shouri,2,19
1337,上陸,じょうりく,"landing, disembarkation",N1,jouriku,2,14
1338,蒸溜,じょうりゅう,distillation,N1,jouryuu,2,26
1339,奨励,しょうれい,"encouragement, promotion",N1,shourei,2,20
1340,ショー,ショー,show,N1,shoー,3,5
1341,除外,じょがい,"exception, exclusion",N1,jogai,2,15
1342,職員,しょくいん,"staff member, personnel",N1,shokuin,2,28
1343,植民地,しょくみんち,colony,N1,shokuminchi,3,23
1344,職務,しょくむ,professional duties,N1,shokumu,2,29
1345,諸君,しょくん,"Gentlemen!, Ladies!",N1,shokun,2,22
1346,助言,じょげん,"advice, suggestion",N1,jogen,2,14
1347,徐行,じょこう,going slowly,N1,jokou,2,16
1348,所在,しょざい,whereabouts,N1,shozai,2,14
1349,所持,しょじ,"possession, owning",N1,shoji,2,17
1350,所属,しょぞく,"attached to, belong to",N1,shozoku,2,20
1351,処置,しょち,treatment,N1,shochi,2,18
1352,しょっちゅう,しょっちゅう,"always, constantly",N1,shocchuu,6,10
1353,所定,しょてい,"fixed, prescribed",N1,shotei,2,16
1354,所得,しょとく,income,N1,shotoku,2,19
1355,処罰,しょばつ,punishment,N1,shobatsu,2,19
1356,初版,しょはん,first edition,N1,shohan,2,15
1357,書評,しょひょう,book review,N1,shohyou,2,22
1358,処分,しょぶん,"disposal, dealing, punishment",N1,shobun,2,9
1359,庶民,しょみん,"masses, common people",N1,shomin,2,16
1360,庶務,しょむ,general affairs,N1,shomu,2,22
1361,所有,しょゆう,"one's possessions, ownership",N1,shoyuu,2,14
1362,調べ,しらべ,"investigation, inspection",N1,shirabe,2,18
1363,自立,じりつ,"independence, self-reliance",N1,jiritsu,2,11
1364,記す,しるす,"to note, to write down",N1,shirusu,2,12
1365,指令,しれい,"orders, instructions, directive",N1,shirei,2,14
1366,～心,～しん,mind of ~,N1,～shin,2,4
1367,陣,じん,"battle formation, camp, encampment",N1,jin,1,10
1368,進化,しんか,"evolution, progress",N1,shinka,2,15
1369,人格,じんかく,"personality, character",N1,jinkaku,2,12
1370,審議,しんぎ,deliberation,N1,shingi,2,35
1371,新婚,しんこん,newly-wed,N1,shinkon,2,24
1372,審査,しんさ,"judging, inspection, examination",N1,shinsa,2,24
1373,人材,じんざい,man of talent,N1,jinzai,2,9
1374,紳士,しんし,gentleman,N1,shinshi,2,14
1375,真実,しんじつ,"truth, reality",N1,shinjitsu,2,18
1376,信者,しんじゃ,"believer, devotee",N1,shinja,2,17
1377,真珠,しんじゅ,pearl,N1,shinju,2,20
1378,進出,しんしゅつ,advancement,N1,shinshutsu,2,16
1379,心情,しんじょう,mentality,N1,shinjou,2,15
1380,新人,しんじん,"new face, newcomer",N1,shinjin,2,15
1381,神聖,しんせい,"holiness, sacredness, dignity",N1,shinsei,2,22
1382,親善,しんぜん,friendship,N1,shinzen,2,28
1383,真相,しんそう,"truth, real situation",N1,shinsou,2,19
1384,迅速,じんそく,"quick, fast, prompt",N1,jinsoku,2,16
1385,人体,じんたい,human body,N1,jintai,2,9
1386,新築,しんちく,"new building, new construction",N1,shinchiku,2,29
1387,心中,しんじゅう,double suicide,N1,shinjuu,2,8
1388,進呈,しんてい,presentation,N1,shintei,2,18
1389,進展,しんてん,"progress, development",N1,shinten,2,21
1390,神殿,しんでん,"temple, sacred place",N1,shinden,2,22
1391,進度,しんど,progress,N1,shindo,2,20
1392,振動,しんどう,"oscillation, vibration",N1,shindou,2,21
1393,新入生,しんにゅうせい,"new student, first-year student, freshman",N1,shinnyuusei,3,20
1394,信任,しんにん,"trust, confidence, credence",N1,shinnin,2,15
1395,神秘,しんぴ,mystery,N1,shinpi,2,19
1396,辛抱,しんぼう,"patience, endurance",N1,shinbou,2,15
1397,人民,じんみん,"people, public",N1,jinmin,2,7
1398,侵略,しんりゃく,"aggression, invasion, raid",N1,shinryaku,2,20
1399,診療,しんりょう,medical examination and treatment,N1,shinryou,2,29
1400,粋,すい,essence,N1,sui,1,10
1401,水源,すいげん,source of river,N1,suigen,2,17
1402,推進,すいしん,"propulsion, driving force",N1,suishin,2,22
1403,吹奏,すいそう,playing wind instruments,N1,suisou,2,16
1404,推測,すいそく,"guess, conjecture",N1,suisoku,2,23
1405,水田,すいでん,(water-filled) paddy field,N1,suiden,2,9
1406,推理,すいり,"reasoning, inference, mystery or detective genre",N1,suiri,2,22
1407,数詞,すうし,numeral,N1,suushi,2,25
1408,崇拝,すうはい,"worship, adoration",N1,suuhai,2,19
1409,据え付ける,すえつける,"to install, to equip, to mount",N1,suetsukeru,5,22
1410,据える,すえる,"to set, to lay, to place",N1,sueru,3,14
1411,すがすがしい,すがすがしい,"fresh, refreshing",N1,sugasugashii,6,17
1412,救い,すくい,"help, aid, relief",N1,sukui,2,13
1413,すくう (みずを～),すくう (みずを～),to scoop,N1,sukuu (mizuwo～),10,14
1414,健やか,すこやか,"vigorous, healthy, sound",N1,sukoyaka,3,17
1415,濯ぐ,すすぐ,"to rinse, to wash out",N1,susugu,2,20
1416,進み,すすみ,progress,N1,susumi,2,13
1417,裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo",N1,suso,1,13
1418,スタジオ,スタジオ,studio,N1,sutajio,4,13
1419,スチーム,スチーム,steam,N1,suchiーmu,4,7
1420,ストライキ,ストライキ,strike,N1,sutoraiki,5,11
1421,スト,スト,(abbr.) strike,N1,suto,2,4
1422,ストロー,ストロー,straw,N1,sutoroー,4,7
1423,ストロボ,ストロボ,"stroboscope (literally: strobo, strobe lamp, stroboscopic lamp)",N1,sutorobo,4,13
1424,すばしこい,すばしこい,"nimble, smart, quick",N1,subashikoi,5,12
1425,素早い,すばやい,"fast, quick",N1,subayai,3,18
