whole_word,whole_word_furigana,whole_word_romaji,whole_word_translation,jlpt_level,character,kanji_use_count,kanji_stroke_count,kanji_translation,kun_readings,kun_romaji,on_readings,on_romaji,radical_basis,radical_meaning,kana_romaji,kana_stroke_count,char_type
コーラス,コーラス,koーrasu,chorus,N2,ラ,,,,,,,,,,ra,2.0,kana
コーラス,コーラス,koーrasu,chorus,N2,ス,,,,,,,,,,su,2.0,kana
恋しい,こいしい,koishii,"dear, beloved; to miss",N2,恋,6.0,10.0,"romance, in love, yearn for, miss, darling","こ.う, こい, こい.しい","ko.u, koi, koi.shii",レン,ren,心,heart,,,kanji
恋しい,こいしい,koishii,"dear, beloved; to miss",N2,し,,,,,,,,,,shi,1.0,kana
恋しい,こいしい,koishii,"dear, beloved; to miss",N2,い,,,,,,,,,,i,2.0,kana
高～,こう～,kou～,high (level) ~,N2,高,20.0,10.0,"tall, high, expensive","たか.い, たか, -だか, たか.まる, たか.める","taka.i, taka, -daka, taka.maru, taka.meru",コウ,kou,高,tall,,,kanji
高～,こう～,kou～,high (level) ~,N2,～,,,,,,,,,,,,kana
工員,こういん,kouin,factory worker,N2,工,14.0,3.0,"craft, construction, katakana e radical (no. 48)",,,"コウ, ク, グ","kou, ku, gu",工,work,,,kanji
工員,こういん,kouin,factory worker,N2,員,13.0,10.0,"employee, member, number, the one in charge",,,イン,in,口,mouth,,,kanji
強引,ごういん,gouin,"forcible, assertive, pushy",N2,強,21.0,11.0,strong,"つよ.い, つよ.まる, つよ.める, し.いる, こわ.い","tsuyo.i, tsuyo.maru, tsuyo.meru, shi.iru, kowa.i","キョウ, ゴウ","kyou, gou",弓,bow,,,kanji
強引,ごういん,gouin,"forcible, assertive, pushy",N2,引,35.0,4.0,"pull, tug, jerk, admit, install, quote, refer to","ひ.く, ひ.ける","hi.ku, hi.keru",イン,in,弓,bow,,,kanji
公害,こうがい,kougai,"public nuisance, pollution",N2,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公害,こうがい,kougai,"public nuisance, pollution",N2,害,11.0,10.0,"harm, injury",,,ガイ,gai,宀,roof,,,kanji
高級,こうきゅう,koukyuu,high class; first-rate,N2,高,20.0,10.0,"tall, high, expensive","たか.い, たか, -だか, たか.まる, たか.める","taka.i, taka, -daka, taka.maru, taka.meru",コウ,kou,高,tall,,,kanji
高級,こうきゅう,koukyuu,high class; first-rate,N2,級,8.0,9.0,"class, rank, grade",,,キュウ,kyuu,糸,silk,,,kanji
公共,こうきょう,koukyou,"public, community, communal",N2,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公共,こうきょう,koukyou,"public, community, communal",N2,共,12.0,6.0,"together, both, neither, all, and, alike, with","とも, とも.に, -ども","tomo, tomo.ni, -domo",キョウ,kyou,八,eight,,,kanji
工芸,こうげい,kougei,industrial arts,N2,工,14.0,3.0,"craft, construction, katakana e radical (no. 48)",,,"コウ, ク, グ","kou, ku, gu",工,work,,,kanji
工芸,こうげい,kougei,industrial arts,N2,芸,8.0,7.0,"technique, art, craft, performance, acting, trick, stunt","う.える, のり, わざ","u.eru, nori, waza","ゲイ, ウン","gei, un",艸,grass,,,kanji
孝行,こうこう,koukou,filial piety,N2,孝,1.0,7.0,"filial piety, child's respect",,,"コウ, キョウ","kou, kyou",子,child,,,kanji
孝行,こうこう,koukou,filial piety,N2,行,46.0,6.0,"going, journey, carry out, conduct, act, line, row, bank","い.く, ゆ.く, -ゆ.き, -ゆき, -い.き, -いき, おこな.う, おこ.なう","i.ku, yu.ku, -yu.ki, -yuki, -i.ki, -iki, okona.u, oko.nau","コウ, ギョウ, アン","kou, gyou, an",行,go,,,kanji
交差,こうさ,kousa,cross,N2,交,22.0,6.0,"mingle, mixing, association, coming & going","まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも","maji.waru, maji.eru, ma.jiru, maji.ru, ma.zaru, ma.zeru, -ka.u, ka.wasu, kawa.su, komogomo",コウ,kou,亠,lid,,,kanji
交差,こうさ,kousa,cross,N2,差,19.0,10.0,"distinction, difference, variation, discrepancy, margin, balance","さ.す, さ.し","sa.su, sa.shi",サ,sa,工,work,,,kanji
講師,こうし,koushi,lecturer,N2,講,8.0,17.0,"lecture, club, association",,,コウ,kou,言,speech,,,kanji
講師,こうし,koushi,lecturer,N2,師,5.0,10.0,"expert, teacher, master, model, exemplar, army (incl. counter), war",いくさ,ikusa,シ,shi,巾,turban,,,kanji
工事,こうじ,kouji,construction work,N2,工,14.0,3.0,"craft, construction, katakana e radical (no. 48)",,,"コウ, ク, グ","kou, ku, gu",工,work,,,kanji
工事,こうじ,kouji,construction work,N2,事,36.0,8.0,"matter, thing, fact, business, reason, possibly","こと, つか.う, つか.える","koto, tsuka.u, tsuka.eru","ジ, ズ","ji, zu",亅,hook,,,kanji
公式,こうしき,koushiki,"formula, formality, official",N2,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公式,こうしき,koushiki,"formula, formality, official",N2,式,12.0,6.0,"style, ceremony, rite, function, method, system, form, expression",,,シキ,shiki,弋,shoot,,,kanji
口実,こうじつ,koujitsu,excuse,N2,口,22.0,3.0,mouth,くち,kuchi,"コウ, ク","kou, ku",口,mouth,,,kanji
口実,こうじつ,koujitsu,excuse,N2,実,32.0,8.0,"reality, truth, seed, fruit, nut","み, みの.る, まこと, みの, みち.る","mi, mino.ru, makoto, mino, michi.ru","ジツ, シツ","jitsu, shitsu",宀,roof,,,kanji
こうして,こうして,koushite,"like this, with this",N2,こ,,,,,,,,,,ko,2.0,kana
こうして,こうして,koushite,"like this, with this",N2,う,,,,,,,,,,u,2.0,kana
こうして,こうして,koushite,"like this, with this",N2,し,,,,,,,,,,shi,1.0,kana
こうして,こうして,koushite,"like this, with this",N2,て,,,,,,,,,,te,1.0,kana
校舎,こうしゃ,kousha,"school building, schoolhouse",N2,校,15.0,10.0,"exam, school, printing, proof, correction",,,"コウ, キョウ","kou, kyou",木,tree,,,kanji
校舎,こうしゃ,kousha,"school building, schoolhouse",N2,舎,3.0,8.0,"cottage, inn, hut, house, mansion",やど.る,yado.ru,"シャ, セキ","sha, seki",人,man,,,kanji
公衆,こうしゅう,koushuu,the public,N2,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公衆,こうしゅう,koushuu,the public,N2,衆,6.0,12.0,"masses, great numbers, multitude, populace",おお.い,oo.i,"シュウ, シュ","shuu, shu",血,blood,,,kanji
香水,こうすい,kousui,perfume,N2,香,3.0,9.0,"incense, smell, perfume","か, かお.り, かお.る","ka, kao.ri, kao.ru","コウ, キョウ","kou, kyou",香,fragrance,,,kanji
香水,こうすい,kousui,perfume,N2,水,32.0,4.0,water,"みず, みず-","mizu, mizu-",スイ,sui,水,water,,,kanji
公正,こうせい,kousei,"justice, fairness, impartiality",N2,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公正,こうせい,kousei,"justice, fairness, impartiality",N2,正,24.0,5.0,"correct, justice, righteous, 10**40","ただ.しい, ただ.す, まさ, まさ.に","tada.shii, tada.su, masa, masa.ni","セイ, ショウ","sei, shou",止,stop,,,kanji
功績,こうせき,kouseki,"achievements, merit",N2,功,2.0,5.0,"achievement, merits, success, honor, credit",いさお,isao,"コウ, ク","kou, ku",力,power,,,kanji
功績,こうせき,kouseki,"achievements, merit",N2,績,5.0,17.0,"exploits, achievements, unreeling cocoons",,,セキ,seki,糸,silk,,,kanji
光線,こうせん,kousen,"beam, light ray",N2,光,11.0,6.0,"ray, light","ひか.る, ひかり","hika.ru, hikari",コウ,kou,儿,legs,,,kanji
光線,こうせん,kousen,"beam, light ray",N2,線,16.0,15.0,"line, track",すじ,suji,セン,sen,糸,silk,,,kanji
高層,こうそう,kousou,"tall, high rise",N2,高,20.0,10.0,"tall, high, expensive","たか.い, たか, -だか, たか.まる, たか.める","taka.i, taka, -daka, taka.maru, taka.meru",コウ,kou,高,tall,,,kanji
高層,こうそう,kousou,"tall, high rise",N2,層,4.0,14.0,"stratum, social class, layer, story, floor",,,ソウ,sou,尸,corpse,,,kanji
構造,こうぞう,kouzou,"structure, construction",N2,構,7.0,14.0,"posture, stance, appearance, build, set up","かま.える, かま.う","kama.eru, kama.u",コウ,kou,木,tree,,,kanji
構造,こうぞう,kouzou,"structure, construction",N2,造,9.0,10.0,"create, make, structure, physique","つく.る, つく.り, -づく.り","tsuku.ru, tsuku.ri, -zuku.ri",ゾウ,zou,辵,walk,,,kanji
交替,こうたい,koutai,"change, relief, alteration",N2,交,22.0,6.0,"mingle, mixing, association, coming & going","まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも","maji.waru, maji.eru, ma.jiru, maji.ru, ma.zaru, ma.zeru, -ka.u, ka.wasu, kawa.su, komogomo",コウ,kou,亠,lid,,,kanji
交替,こうたい,koutai,"change, relief, alteration",N2,替,10.0,12.0,"exchange, spare, substitute, per-","か.える, か.え-, か.わる","ka.eru, ka.e-, ka.waru",タイ,tai,曰,say,,,kanji
交代,こうたい,koutai,"alternation, change, relief, relay, shift, substitution (sports, etc.), taking turns",N2,交,22.0,6.0,"mingle, mixing, association, coming & going","まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも","maji.waru, maji.eru, ma.jiru, maji.ru, ma.zaru, ma.zeru, -ka.u, ka.wasu, kawa.su, komogomo",コウ,kou,亠,lid,,,kanji
交代,こうたい,koutai,"alternation, change, relief, relay, shift, substitution (sports, etc.), taking turns",N2,代,21.0,5.0,"substitute, change, convert, replace, period, age, counter for decades of ages, eras, etc., generation, charge, rate, fee","か.わる, かわ.る, かわ.り, か.わり, -がわ.り, -が.わり, か.える, よ, しろ","ka.waru, kawa.ru, kawa.ri, ka.wari, -gawa.ri, -ga.wari, ka.eru, yo, shiro","ダイ, タイ","dai, tai",人,man,,,kanji
耕地,こうち,kouchi,arable land,N2,耕,4.0,10.0,"till, plow, cultivate",たがや.す,tagaya.su,コウ,kou,耒,plow,,,kanji
耕地,こうち,kouchi,arable land,N2,地,49.0,6.0,"ground, earth",,,"チ, ジ","chi, ji",土,earth,,,kanji
交通機関,こうつうきかん,koutsuukikan,transportation facilities,N2,交,22.0,6.0,"mingle, mixing, association, coming & going","まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも","maji.waru, maji.eru, ma.jiru, maji.ru, ma.zaru, ma.zeru, -ka.u, ka.wasu, kawa.su, komogomo",コウ,kou,亠,lid,,,kanji
交通機関,こうつうきかん,koutsuukikan,transportation facilities,N2,通,40.0,10.0,"traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.","とお.る, とお.り, -とお.り, -どお.り, とお.す, とお.し, -どお.し, かよ.う","too.ru, too.ri, -too.ri, -doo.ri, too.su, too.shi, -doo.shi, kayo.u","ツウ, ツ","tsuu, tsu",辵,walk,,,kanji
交通機関,こうつうきかん,koutsuukikan,transportation facilities,N2,機,16.0,16.0,"loom, mechanism, machine, airplane, opportunity, potency, efficacy, occasion",はた,hata,キ,ki,木,tree,,,kanji
交通機関,こうつうきかん,koutsuukikan,transportation facilities,N2,関,14.0,14.0,"connection, barrier, gateway, involve, concerning","せき, -ぜき, かか.わる, からくり, かんぬき","seki, -zeki, kaka.waru, karakuri, kannuki",カン,kan,門,gate,,,kanji
校庭,こうてい,koutei,school yard,N2,校,15.0,10.0,"exam, school, printing, proof, correction",,,"コウ, キョウ","kou, kyou",木,tree,,,kanji
校庭,こうてい,koutei,school yard,N2,庭,3.0,10.0,"courtyard, garden, yard",にわ,niwa,テイ,tei,广,house,,,kanji
肯定,こうてい,koutei,"positive, affirmation",N2,肯,1.0,8.0,"agreement, consent, comply with",がえんじ.る,gaenji.ru,コウ,kou,肉,meat,,,kanji
肯定,こうてい,koutei,"positive, affirmation",N2,定,37.0,8.0,"determine, fix, establish, decide","さだ.める, さだ.まる, さだ.か","sada.meru, sada.maru, sada.ka","テイ, ジョウ","tei, jou",宀,roof,,,kanji
高度,こうど,koudo,"altitude, height; advanced",N2,高,20.0,10.0,"tall, high, expensive","たか.い, たか, -だか, たか.まる, たか.める","taka.i, taka, -daka, taka.maru, taka.meru",コウ,kou,高,tall,,,kanji
高度,こうど,koudo,"altitude, height; advanced",N2,度,28.0,9.0,"degrees, occurrence, time, counter for occurrences, consider, attitude","たび, -た.い","tabi, -ta.i","ド, ト, タク","do, to, taku",广,house,,,kanji
高等,こうとう,koutou,"high class, high grade",N2,高,20.0,10.0,"tall, high, expensive","たか.い, たか, -だか, たか.まる, たか.める","taka.i, taka, -daka, taka.maru, taka.meru",コウ,kou,高,tall,,,kanji
高等,こうとう,koutou,"high class, high grade",N2,等,12.0,12.0,"etc., and so forth, class (first), quality, equal, similar","ひと.しい, など, -ら","hito.shii, nado, -ra",トウ,tou,竹,bamboo,,,kanji
合同,ごうどう,goudou,"combination, incorporation",N2,合,55.0,6.0,"fit, suit, join, 0.1","あ.う, -あ.う, あ.い, あい-, -あ.い, -あい, あ.わす, あ.わせる, -あ.わせる","a.u, -a.u, a.i, ai-, -a.i, -ai, a.wasu, a.waseru, -a.waseru","ゴウ, ガッ, カッ","gou, ga, ka",口,mouth,,,kanji
合同,ごうどう,goudou,"combination, incorporation",N2,同,23.0,6.0,"same, agree, equal",おな.じ,ona.ji,ドウ,dou,口,mouth,,,kanji
高等学校,こうとうがっこう,koutougakkou,senior high school,N2,高,20.0,10.0,"tall, high, expensive","たか.い, たか, -だか, たか.まる, たか.める","taka.i, taka, -daka, taka.maru, taka.meru",コウ,kou,高,tall,,,kanji
高等学校,こうとうがっこう,koutougakkou,senior high school,N2,等,12.0,12.0,"etc., and so forth, class (first), quality, equal, similar","ひと.しい, など, -ら","hito.shii, nado, -ra",トウ,tou,竹,bamboo,,,kanji
高等学校,こうとうがっこう,koutougakkou,senior high school,N2,学,54.0,8.0,"study, learning, science",まな.ぶ,mana.bu,ガク,gaku,子,child,,,kanji
高等学校,こうとうがっこう,koutougakkou,senior high school,N2,校,15.0,10.0,"exam, school, printing, proof, correction",,,"コウ, キョウ","kou, kyou",木,tree,,,kanji
公表,こうひょう,kouhyou,"official announcement, proclamation",N2,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公表,こうひょう,kouhyou,"official announcement, proclamation",N2,表,12.0,8.0,"surface, table, chart, diagram","おもて, -おもて, あらわ.す, あらわ.れる, あら.わす","omote, -omote, arawa.su, arawa.reru, ara.wasu",ヒョウ,hyou,衣,clothes,,,kanji
鉱物,こうぶつ,koubutsu,mineral,N2,鉱,4.0,13.0,"mineral, ore",あらがね,aragane,コウ,kou,金,metal,,,kanji
鉱物,こうぶつ,koubutsu,mineral,N2,物,58.0,8.0,"thing, object, matter","もの, もの-","mono, mono-","ブツ, モツ","butsu, motsu",牛,cow,,,kanji
公務,こうむ,koumu,"official business, public business",N2,公,20.0,4.0,"public, prince, official, governmental",おおやけ,ooyake,"コウ, ク","kou, ku",八,eight,,,kanji
公務,こうむ,koumu,"official business, public business",N2,務,14.0,11.0,"task, duties",つと.める,tsuto.meru,ム,mu,力,power,,,kanji
項目,こうもく,koumoku,item,N2,項,2.0,12.0,"paragraph, nape of neck, clause, item, term (expression)",うなじ,unaji,コウ,kou,頁,leaf,,,kanji
項目,こうもく,koumoku,item,N2,目,39.0,5.0,"eye, class, look, insight, experience, care, favor","め, -め, ま-","me, -me, ma-","モク, ボク","moku, boku",目,eye,,,kanji
紅葉,こうよう,kouyou,fall colors (of leaves),N2,紅,4.0,9.0,"crimson, deep red","べに, くれない, あか.い","beni, kurenai, aka.i","コウ, ク","kou, ku",糸,silk,,,kanji
紅葉,こうよう,kouyou,fall colors (of leaves),N2,葉,7.0,12.0,"leaf, plane, lobe, needle, blade, spear, counter for flat things, fragment, piece",は,ha,ヨウ,you,艸,grass,,,kanji
こうよう もみじ,こうよう もみじ,kouyou momiji,(Japanese) maple,N2,こ,,,,,,,,,,ko,2.0,kana
こうよう もみじ,こうよう もみじ,kouyou momiji,(Japanese) maple,N2,う,,,,,,,,,,u,2.0,kana
こうよう もみじ,こうよう もみじ,kouyou momiji,(Japanese) maple,N2,よ,,,,,,,,,,yo,2.0,kana
こうよう もみじ,こうよう もみじ,kouyou momiji,(Japanese) maple,N2,う,,,,,,,,,,u,2.0,kana
こうよう もみじ,こうよう もみじ,kouyou momiji,(Japanese) maple,N2, ,,,,,,,,,,,,kana
こうよう もみじ,こうよう もみじ,kouyou momiji,(Japanese) maple,N2,も,,,,,,,,,,mo,3.0,kana
こうよう もみじ,こうよう もみじ,kouyou momiji,(Japanese) maple,N2,み,,,,,,,,,,mi,2.0,kana
こうよう もみじ,こうよう もみじ,kouyou momiji,(Japanese) maple,N2,じ,,,,,,,,,,ji,3.0,kana
合理,ごうり,gouri,rational,N2,合,55.0,6.0,"fit, suit, join, 0.1","あ.う, -あ.う, あ.い, あい-, -あ.い, -あい, あ.わす, あ.わせる, -あ.わせる","a.u, -a.u, a.i, ai-, -a.i, -ai, a.wasu, a.waseru, -a.waseru","ゴウ, ガッ, カッ","gou, ga, ka",口,mouth,,,kanji
合理,ごうり,gouri,rational,N2,理,26.0,11.0,"logic, arrangement, reason, justice, truth",ことわり,kotowari,リ,ri,jade,jade,,,kanji
交流,こうりゅう,kouryuu,exchange; alternating current,N2,交,22.0,6.0,"mingle, mixing, association, coming & going","まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも","maji.waru, maji.eru, ma.jiru, maji.ru, ma.zaru, ma.zeru, -ka.u, ka.wasu, kawa.su, komogomo",コウ,kou,亠,lid,,,kanji
交流,こうりゅう,kouryuu,exchange; alternating current,N2,流,17.0,10.0,"current, a sink, flow, forfeit","なが.れる, なが.れ, なが.す, -なが.す","naga.reru, naga.re, naga.su, -naga.su","リュウ, ル","ryuu, ru",水,water,,,kanji
合流,ごうりゅう,gouryuu,"confluence, merge, join",N2,合,55.0,6.0,"fit, suit, join, 0.1","あ.う, -あ.う, あ.い, あい-, -あ.い, -あい, あ.わす, あ.わせる, -あ.わせる","a.u, -a.u, a.i, ai-, -a.i, -ai, a.wasu, a.waseru, -a.waseru","ゴウ, ガッ, カッ","gou, ga, ka",口,mouth,,,kanji
合流,ごうりゅう,gouryuu,"confluence, merge, join",N2,流,17.0,10.0,"current, a sink, flow, forfeit","なが.れる, なが.れ, なが.す, -なが.す","naga.reru, naga.re, naga.su, -naga.su","リュウ, ル","ryuu, ru",水,water,,,kanji
効力,こうりょく,kouryoku,"effect, efficacy",N2,効,7.0,8.0,"merit, efficacy, efficiency, benefit","き.く, ききめ, なら.う","ki.ku, kikime, nara.u",コウ,kou,力,power,,,kanji
効力,こうりょく,kouryoku,"effect, efficacy",N2,力,31.0,2.0,"power, strength, strong, strain, bear up, exert",ちから,chikara,"リョク, リキ, リイ","ryoku, riki, rii",力,power,,,kanji
焦がす,こがす,kogasu,"to burn, to scorch",N2,焦,5.0,12.0,"char, hurry, impatient, irritate, burn, scorch, singe","こ.げる, こ.がす, こ.がれる, あせ.る, じ.れる, じ.らす","ko.geru, ko.gasu, ko.gareru, ase.ru, ji.reru, ji.rasu",ショウ,shou,火,fire,,,kanji
