kanji,count,strokes,kun_readings,on_readings
表,12,8,"['おもて', '-おもて', 'あらわ.す', 'あらわ.れる', 'あら.わす']",['ヒョウ']
獄,1,14,,['ゴク']
刺,9,8,"['さ.す', 'さ.さる', 'さ.し', 'さし', 'とげ']",['シ']
繍,1,17,['ぬいとり'],['シュウ']
市,6,5,['いち'],['シ']
雫,1,11,['しずく'],['ダ']
沈,5,7,"['しず.む', 'しず.める']","['チン', 'ジン']"
設,8,11,['もう.ける'],['セツ']
息,10,10,['いき'],['ソク']
続,14,13,"['つづ.く', 'つづ.ける', 'つぐ.ない']","['ゾク', 'ショク', 'コウ', 'キョウ']"
慕,1,14,['した.う'],['ボ']
愛,9,13,"['いと.しい', 'かな.しい', 'め.でる', 'お.しむ', 'まな']",['アイ']
敢,2,12,"['あ.えて', 'あ.えない', 'あ.えず']",['カン']
仰,2,6,"['あお.ぐ', 'おお.せ', 'お.っしゃる', 'おっしゃ.る']","['ギョウ', 'コウ']"
垢,1,9,"['あか', 'はじ']","['コウ', 'ク']"
赤,8,7,"['あか', 'あか-', 'あか.い', 'あか.らむ', 'あか.らめる']","['セキ', 'シャク']"
諦,2,16,"['あきら.める', 'つまびらか', 'まこと']","['テイ', 'タイ']"
顎,1,18,"['あご', 'あぎと']",['ガク']
憧,2,15,['あこが.れる'],"['ショウ', 'トウ', 'ドウ']"
麻,3,11,['あさ'],"['マ', 'マア']"
浅,2,9,['あさ.い'],['セン']
鮮,2,17,['あざ.やか'],['セン']
嘲,1,15,['あざけ.る'],"['チョウ', 'トウ']"
笑,6,10,"['わら.う', 'え.む']",['ショウ']
呆,3,7,"['ほけ.る', 'ぼ.ける', 'あき.れる', 'おろか']",['ホウ']
斡,1,14,"['めぐ.る', 'めぐ.らす']","['アツ', 'カン', 'ワツ']"
旋,1,11,"['め.ぐる', 'いばり']",['セン']
圧,7,5,"['お.す', 'へ.す', 'おさ.える', 'お.さえる']","['アツ', 'エン', 'オウ']"
倒,6,10,"['たお.れる', '-だお.れ', 'たお.す', 'さかさま', 'さかさ', 'さかしま']",['トウ']
宛,3,8,"['あ.てる', '-あて', '-づつ', 'あたか.も']",['エン']
跡,5,13,['あと'],['セキ']
絵,4,12,,"['カイ', 'エ']"
甘,4,5,"['あま.い', 'あま.える', 'あま.やかす', 'うま.い']",['カン']
網,2,14,['あみ'],['モウ']
操,4,16,"['みさお', 'あやつ.る']","['ソウ', 'サン']"
荒,5,9,"['あ.らす', 'あ.れる', 'あら.い', 'すさ.ぶ', 'すさ.む', 'あ.らし']",['コウ']
霰,1,20,['あられ'],"['セン', 'サン']"
暗,7,13,"['くら.い', 'くら.む', 'くれ.る']",['アン']
安,10,6,"['やす.い', 'やす.まる', 'やす', 'やす.らか']",['アン']
静,6,14,"['しず-', 'しず.か', 'しず.まる', 'しず.める']","['セイ', 'ジョウ']"
斐,1,12,,"['ヒ', 'イ']"
幾,3,12,"['いく-', 'いく.つ', 'いく.ら']",['キ']
多,8,6,"['おお.い', 'まさ.に', 'まさ.る']",['タ']
装,10,12,"['よそお.う', 'よそお.い']","['ソウ', 'ショウ']"
遺,1,15,['のこ.す'],"['イ', 'ユイ']"
依,3,8,['よ.る'],"['イ', 'エ']"
委,2,8,['ゆだ.ねる'],['イ']
託,1,10,"['かこつ.ける', 'かこ.つ', 'かこ.つける']",['タク']
脳,3,11,['のうずる'],"['ノウ', 'ドウ']"
守,6,6,"['まも.る', 'まも.り', 'もり', '-もり', 'かみ']","['シュ', 'ス']"
法,16,8,['のり'],"['ホウ', 'ハッ', 'ホッ', 'フラン']"
樹,2,16,['き'],['ジュ']
準,7,13,"['じゅん.じる', 'じゅん.ずる', 'なぞら.える', 'のり', 'ひと.しい', 'みずもり']",['ジュン']
署,4,13,,['ショ']
症,2,10,,['ショウ']
証,5,12,['あかし'],['ショウ']
嬢,2,16,['むすめ'],['ジョウ']
位,7,7,"['くらい', 'ぐらい']",['イ']
城,2,9,['しろ'],"['ジョウ', 'セイ']"
去,5,5,"['さ.る', '-さ.る']","['キョ', 'コ']"
衝,2,15,['つ.く'],['ショウ']
撃,6,15,['う.つ'],['ゲキ']
詳,2,13,"['くわ.しい', 'つまび.らか']",['ショウ']
昇,3,8,['のぼ.る'],['ショウ']
称,2,10,"['たた.える', 'とな.える', 'あ.げる', 'かな.う', 'はか.り', 'はか.る', 'ほめ.る']",['ショウ']
承,5,8,"['うけたまわ.る', 'う.ける']","['ショウ', 'ジョウ']"
諾,1,15,,['ダク']
徴,3,14,['しるし'],"['チョウ', 'チ']"
譲,2,20,['ゆず.る'],['ジョウ']
利,15,7,['き.く'],['リ']
蒸,8,13,"['む.す', 'む.れる', 'む.らす']","['ジョウ', 'セイ']"
溜,5,13,"['た.まる', 'たま.る', 'た.める', 'したた.る', 'たまり', 'ため']",['リュウ']
奨,2,13,['すす.める'],"['ショウ', 'ソウ']"
諸,2,15,['もろ'],['ショ']
助,11,7,"['たす.ける', 'たす.かる', 'す.ける', 'すけ']",['ジョ']
徐,2,10,['おもむ.ろに'],['ジョ']
所,25,8,"['ところ', '-ところ', 'どころ', 'とこ']",['ショ']
属,5,12,"['さかん', 'つく', 'やから']","['ゾク', 'ショク']"
処,5,5,"['ところ', '-こ', 'お.る']",['ショ']
初,10,7,"['はじ.め', 'はじ.めて', 'はつ', 'はつ-', 'うい-', '-そ.める', '-ぞ.め']",['ショ']
版,5,8,,['ハン']
庶,2,11,,['ショ']
令,2,5,,['レイ']
陣,1,10,,['ジン']
審,4,15,"['つまび.らか', 'つぶさ.に']",['シン']
査,5,9,,['サ']
紳,1,11,,['シン']
実,32,8,"['み', 'みの.る', 'まこと', 'みの', 'みち.る']","['ジツ', 'シツ']"
珠,1,10,['たま'],['シュ']
神,9,9,"['かみ', 'かん-', 'こう-']","['シン', 'ジン']"
聖,2,13,['ひじり'],"['セイ', 'ショウ']"
迅,1,6,,['ジン']
速,11,10,"['はや.い', 'はや-', 'はや.める', 'すみ.やか']",['ソク']
築,3,16,['きず.く'],['チク']
呈,1,7,,['テイ']
振,12,10,"['ふ.る', 'ふ.れる', 'ふ.るう']",['シン']
秘,3,10,"['ひ.める', 'ひそ.か', 'かく.す']",['ヒ']
療,3,17,,['リョウ']
粋,3,10,['いき'],['スイ']
推,6,11,['お.す'],['スイ']
吹,3,7,['ふ.く'],['スイ']
奏,2,9,['かな.でる'],['ソウ']
測,6,12,['はか.る'],['ソク']
田,6,5,['た'],['デン']
数,22,13,"['かず', 'かぞ.える', 'しばしば', 'せ.める', 'わずらわ.しい']","['スウ', 'ス', 'サク', 'ソク', 'シュ']"
詞,13,12,['ことば'],['シ']
崇,1,11,['あが.める'],['スウ']
据,2,11,"['す.える', 'す.わる']",['キョ']
濯,3,17,"['すす.ぐ', 'ゆす.ぐ']",['タク']
裾,1,13,['すそ'],"['キョ', 'コ']"
早,7,6,"['はや.い', 'はや', 'はや-', 'はや.まる', 'はや.める', 'さ-']","['ソウ', 'サッ']"
澄,2,15,"['す.む', 'す.ます', '-す.ます']",['チョウ']
果,10,8,"['は.たす', 'はた.す', '-は.たす', 'は.てる', '-は.てる', 'は.て']",['カ']
正,24,5,"['ただ.しい', 'ただ.す', 'まさ', 'まさ.に']","['セイ', 'ショウ']"
策,4,12,,['サク']
誠,3,13,['まこと'],['セイ']
熟,3,15,['う.れる'],['ジュク']
青,7,8,"['あお', 'あお-', 'あお.い']","['セイ', 'ショウ']"
春,2,9,['はる'],['シュン']
純,4,10,,['ジュン']
常,9,11,"['つね', 'とこ-']",['ジョウ']
盛,9,11,"['も.る', 'さか.る', 'さか.ん']","['セイ', 'ジョウ']"
濁,2,16,"['にご.る', 'にご.す']","['ダク', 'ジョク']"
製,7,14,,['セイ']
鉄,9,13,['くろがね'],['テツ']
晴,6,12,"['は.れる', 'は.れ', 'は.れ-', '-ば.れ', 'は.らす']",['セイ']
征,1,8,,['セイ']
精,5,14,"['しら.げる', 'くわ.しい']","['セイ', 'ショウ']"
伜,1,6,['せがれ'],"['サイ', 'ソツ', 'ソチ']"
責,3,11,['せ.める'],['セキ']
是,2,9,"['これ', 'この', 'ここ']","['ゼ', 'シ']"
接,12,11,['つ.ぐ'],"['セツ', 'ショウ']"
衷,1,9,,['チュウ']
攻,5,7,['せ.める'],['コウ']
先,23,6,"['さき', 'ま.ず']",['セン']
維,2,14,,['イ']
宣,4,9,['のたま.う'],['セン']
専,6,9,['もっぱ.ら'],['セン']
術,7,11,['すべ'],['ジュツ']
潜,3,15,"['ひそ.む', 'もぐ.る', 'かく.れる', 'くぐ.る', 'ひそ.める']",['セン']
提,6,12,['さ.げる'],"['テイ', 'チョウ', 'ダイ']"
闘,2,18,"['たたか.う', 'あらそ.う']",['トウ']
舶,1,11,,['ハク']
滅,6,13,"['ほろ.びる', 'ほろ.ぶ', 'ほろ.ぼす']",['メツ']
領,10,14,['えり'],['リョウ']
総,4,14,"['す.べて', 'すべ.て', 'ふさ']",['ソウ']
刊,5,5,,['カン']
増,10,14,"['ま.す', 'ま.し', 'ふ.える', 'ふ.やす']",['ゾウ']
捜,3,10,['さが.す'],"['ソウ', 'シュ', 'シュウ']"
索,3,10,,['サク']
対,21,7,"['あいて', 'こた.える', 'そろ.い', 'つれあ.い', 'なら.ぶ', 'むか.う']","['タイ', 'ツイ']"
壮,1,6,['さかん'],['ソウ']
騒,7,18,"['さわ.ぐ', 'うれい', 'さわ.がしい']",['ソウ']
遭,2,14,"['あ.う', 'あ.わせる']",['ソウ']
難,11,18,"['かた.い', '-がた.い', 'むずか.しい', 'むづか.しい', 'むつか.しい', '-にく.い']",['ナン']
添,2,11,"['そ.える', 'そ.う']",['テン']
即,2,7,"['つ.く', 'つ.ける', 'すなわ.ち']",['ソク']
縛,2,16,['しば.る'],['バク']
損,6,13,"['そこ.なう', 'そこな.う', '-そこ.なう', 'そこ.ねる', '-そこ.ねる']",['ソン']
阻,2,8,['はば.む'],['ソ']
訟,1,11,,['ショウ']
措,1,11,['お.く'],['ソ']
聳,1,17,['そび.える'],['ショウ']
朴,1,6,"['ほう', 'ほお', 'えのき']",['ボク']
反,17,4,"['そ.る', 'そ.らす', 'かえ.す', 'かえ.る', '-かえ.る']","['ハン', 'ホン', 'タン', 'ホ']"
揃,4,12,"['そろ.える', 'そろ.う', 'そろ.い', 'き.る']",['セン']
失,12,5,"['うしな.う', 'う.せる']",['シツ']
待,12,9,"['ま.つ', '-ま.ち']",['タイ']
験,5,18,"['あかし', 'しるし', 'ため.す', 'ためし']","['ケン', 'ゲン']"
態,5,14,['わざ.と'],['タイ']
胆,1,9,['きも'],['タン']
比,7,4,['くら.べる'],['ヒ']
便,12,9,['たよ.り'],"['ベン', 'ビン']"
怠,3,9,"['おこた.る', 'なま.ける']",['タイ']
慢,3,14,,['マン']
話,16,13,"['はな.す', 'はなし']",['ワ']
耐,1,9,['た.える'],['タイ']
堪,2,12,"['た.える', 'たま.る', 'こら.える', 'こた.える']","['カン', 'タン']"
焚,2,12,"['た.く', 'や.く', 'やきがり']","['フン', 'ホン', 'ハン']"
妥,3,7,,['ダ']
駄,4,14,,"['ダ', 'タ']"
携,3,13,"['たずさ.える', 'たずさ.わる']",['ケイ']
漂,1,14,['ただよ.う'],['ヒョウ']
脱,5,11,"['ぬ.ぐ', 'ぬ.げる']",['ダツ']
奉,2,8,"['たてまつ.る', 'まつ.る', 'ほう.ずる']","['ホウ', 'ブ']"
他,6,5,['ほか'],['タ']
辿,2,6,"['たど.る', 'たどり']",['テン']
忙,2,6,"['いそが.しい', 'せわ.しい', 'おそ.れる', 'うれえるさま']","['ボウ', 'モウ']"
魂,1,14,"['たましい', 'たま']",['コン']
賜,1,15,"['たまわ.る', 'たま.う', 'たも.う']",['シ']
弛,2,6,"['たる.む', 'たる.める', 'たゆ.む', 'ゆる.む', 'ゆる.み']","['チ', 'シ']"
垂,2,8,"['た.れる', 'た.らす', 'た.れ', '-た.れ', 'なんなんと.す']",['スイ']
単,10,9,['ひとえ'],['タン']
短,11,12,['みじか.い'],['タン']
歌,7,14,"['うた', 'うた.う']",['カ']
架,2,9,"['か.ける', 'か.かる']",['カ']
探,3,11,"['さぐ.る', 'さが.す']",['タン']
縮,8,17,"['ちぢ.む', 'ちぢ.まる', 'ちぢ.める', 'ちぢ.れる', 'ちぢ.らす']",['シュク']
炭,3,9,['すみ'],['タン']
旦,2,5,"['あき.らか', 'あきら', 'ただし', 'あさ', 'あした']","['タン', 'ダン']"
那,1,7,"['なに', 'なんぞ', 'いかん']","['ナ', 'ダ']"
波,4,8,['なみ'],['ハ']
蛋,1,11,,['タン']
弾,6,12,"['ひ.く', '-ひ.き', 'はず.む', 'たま', 'はじ.く', 'はじ.ける', 'ただ.す', 'はじ.きゆみ']","['ダン', 'タン']"
蓄,3,13,['たくわ.える'],['チク']
積,9,16,"['つ.む', '-づ.み', 'つ.もる', 'つ.もり']",['セキ']
乳,2,8,"['ちち', 'ち']",['ニュウ']
秩,1,10,,['チツ']
序,2,7,"['つい.で', 'ついで']",['ジョ']
窒,1,11,,['チツ']
席,7,10,['むしろ'],['セキ']
宙,2,8,,['チュウ']
忠,1,8,,['チュウ']
枢,1,8,"['とぼそ', 'からくり']","['スウ', 'シュ']"
抽,2,8,['ひき-'],['チュウ']
毒,5,8,,['ドク']
腸,1,13,"['はらわた', 'わた']",['チョウ']
蝶,1,15,,['チョウ']
超,4,12,"['こ.える', 'こ.す']",['チョウ']
聴,3,17,"['き.く', 'ゆる.す']","['チョウ', 'テイ']"
官,5,8,,['カン']
停,7,11,"['と.める', 'と.まる']",['テイ']
複,6,14,,['フク']
編,5,15,"['あ.む', '-あ.み']",['ヘン']
宝,3,8,['たから'],['ホウ']
直,23,8,"['ただ.ちに', 'なお.す', '-なお.す', 'なお.る', 'なお.き', 'す.ぐ']","['チョク', 'ジキ', 'ジカ']"
貯,3,12,"['た.める', 'たくわ.える']",['チョ']
塵,5,14,"['ちり', 'ごみ']","['チン', 'ジン']"
没,3,7,"['おぼ.れる', 'しず.む', 'ない']","['ボツ', 'モツ']"
黙,2,15,"['だま.る', 'もだ.す']","['モク', 'ボク']"
陳,1,11,['ひ.ねる'],['チン']
放,13,8,"['はな.す', '-っぱな.し', 'はな.つ', 'はな.れる', 'こ.く', 'ほう.る']",['ホウ']
墜,1,15,"['お.ちる', 'お.つ']",['ツイ']
痛,6,12,"['いた.い', 'いた.む', 'いた.ましい', 'いた.める']",['ツウ']
杖,1,7,['つえ'],['ジョウ']
司,4,5,['つかさど.る'],['シ']
尽,2,6,"['つ.きる', 'つ.くす', 'つ.かす', '-づ.く', '-ず.く', 'ことごと.く']","['ジン', 'サン']"
繕,2,18,['つくろ.う'],['ゼン']
筒,3,12,['つつ'],['トウ']
謹,1,17,['つつし.む'],['キン']
努,3,7,['つと.める'],['ド']
津,1,9,['つ'],['シン']
角,13,7,"['かど', 'つの']",['カク']
唾,1,11,"['つば', 'つばき']","['ダ', 'タ']"
呟,1,8,['つぶや.く'],['ゲン']
壷,1,11,['つぼ'],['コ']
蕾,1,16,['つぼみ'],['ライ']
釣,4,11,"['つ.る', 'つ.り', 'つ.り-']",['チョウ']
鐘,3,20,['かね'],['ショウ']
吊,3,6,"['つ.る', 'つる.す']",['チョウ']
邸,1,8,['やしき'],['テイ']
宅,7,6,,['タク']
堤,1,12,['つつみ'],['テイ']
適,10,14,['かな.う'],['テキ']
宜,2,8,"['よろ.しい', 'よろ.しく']",['ギ']
際,5,14,"['きわ', '-ぎわ']",['サイ']
順,8,12,,['ジュン']
錠,1,16,,['ジョウ']
鋼,1,16,['はがね'],['コウ']
徹,3,15,,['テツ']
棒,3,12,,['ボウ']
掌,2,12,"['てのひら', 'たなごころ']",['ショウ']
筈,1,12,"['はず', 'やはず']",['カツ']
園,7,13,['その'],['エン']
邦,1,7,['くに'],['ホウ']
朗,4,10,"['ほが.らか', 'あき.らか']",['ロウ']
浪,1,10,,['ロウ']
露,3,21,['つゆ'],"['ロ', 'ロウ']"
煩,1,13,"['わずら.う', 'わずら.わす', 'うるさ.がる', 'うるさ.い']","['ハン', 'ボン']"
渡,5,12,"['わた.る', '-わた.る', 'わた.す']",['ト']
詫,2,13,"['わび', 'わび.しい', 'かこつ', 'わ.びる', 'わび.る']",['タ']
藁,1,17,['わら'],['コウ']
割,12,12,"['わ.る', 'わり', 'わ.り', 'わ.れる', 'さ.く']",['カツ']
捗,1,10,['はかど.る'],"['チョク', 'ホ']"
剥,5,10,"['へ.ぐ', 'へず.る', 'む.く', 'む.ける', 'は.がれる', 'は.ぐ', 'は.げる', 'は.がす']","['ハク', 'ホク']"
薄,4,16,"['うす.い', 'うす-', '-うす', 'うす.める', 'うす.まる', 'うす.らぐ', 'うす.ら-', 'うす.れる', 'すすき']",['ハク']
弱,8,10,"['よわ.い', 'よわ.る', 'よわ.まる', 'よわ.める']",['ジャク']
状,5,7,,['ジョウ']
漠,2,13,,['バク']
暴,6,15,"['あば.く', 'あば.れる']","['ボウ', 'バク']"
遣,6,13,"['つか.う', '-つか.い', '-づか.い', 'つか.わす', 'や.る']",['ケン']
恥,4,10,"['は.じる', 'はじ', 'は.じらう', 'は.ずかしい']",['チ']
叩,2,5,"['たた.く', 'はた.く', 'すぎ']",['コウ']
裸,2,13,['はだか'],['ラ']
蜂,1,13,['はち'],['ホウ']
蜜,1,14,,"['ミツ', 'ビツ']"
芽,2,8,['め'],['ガ']
躾,2,16,"['しつ.ける', 'しつけ']",
践,1,13,['ふ.む'],['セン']
嫉,1,13,"['そね.む', 'ねた.む', 'にく.む']",['シツ']
摘,2,14,['つ.む'],['テキ']
淑,1,11,['しと.やか'],['シュク']
萎,2,11,"['な', 'しお.れる', 'しな.びる', 'しぼ.む', 'な.える']",['イ']
屎,1,9,['くそ'],"['シ', 'キ']"
凌,1,10,['しの.ぐ'],['リョウ']
芝,3,6,['しば'],['シ']
始,12,8,"['はじ.める', '-はじ.める', 'はじ.まる']",['シ']
耳,3,6,['みみ'],['ジ']
鼻,2,14,['はな'],['ビ']
私,7,7,"['わたくし', 'わたし']",['シ']
野,9,11,"['の', 'の-']","['ヤ', 'ショ']"
社,13,7,['やしろ'],['シャ']
若,3,8,"['わか.い', 'わか-', 'も.しくわ', 'も.し', 'も.しくは', 'ごと.し']","['ジャク', 'ニャク', 'ニャ']"
三,7,3,"['み', 'み.つ', 'みっ.つ']","['サン', 'ゾウ']"
砂,4,9,['すな'],"['サ', 'シャ']"
洒,3,9,"['すす.ぐ', 'あら.う']","['シャ', 'ソン', 'サイ', 'セン', 'セイ']"
宗,2,8,['むね'],"['シュウ', 'ソウ']"
益,3,10,['ま.す'],"['エキ', 'ヤク']"
周,5,8,['まわ.り'],['シュウ']
就,4,12,"['つ.く', 'つ.ける']","['シュウ', 'ジュ']"
従,6,10,"['したが.う', 'したが.える', 'より']","['ジュウ', 'ショウ', 'ジュ']"
終,9,11,"['お.わる', '-お.わる', 'おわ.る', 'お.える', 'つい', 'つい.に']",['シュウ']
充,3,6,"['あ.てる', 'み.たす']",['ジュウ']
十,8,2,"['とお', 'と', 'そ']","['ジュウ', 'ジッ', 'ジュッ']"
執,3,11,['と.る'],"['シツ', 'シュウ']"
柔,3,9,"['やわ.らか', 'やわ.らかい', 'やわ', 'やわ.ら']","['ジュウ', 'ニュウ']"
軟,2,11,"['やわ.らか', 'やわ.らかい']",['ナン']
塾,1,14,,['ジュク']
祝,5,9,['いわ.う'],"['シュク', 'シュウ']"
宿,6,11,"['やど', 'やど.る', 'やど.す']",['シュク']
旨,2,6,"['むね', 'うま.い']",['シ']
昼,8,9,['ひる'],['チュウ']
飯,7,12,['めし'],['ハン']
疲,3,10,"['つか.れる', '-づか.れ', 'つか.らす']",['ヒ']
敏,1,10,['さとい'],['ビン']
貧,4,11,['まず.しい'],"['ヒン', 'ビン']"
困,3,7,['こま.る'],['コン']
頻,1,17,['しき.りに'],['ヒン']
繁,4,16,"['しげ.る', 'しげ.く']",
不,34,4,,"['フ', 'ブ']"
鎖,3,18,"['くさり', 'とざ.す']",['サ']
車,19,7,['くるま'],['シャ']
俗,2,9,,['ゾク']
可,10,5,"['-べ.き', '-べ.し']","['カ', 'コク']"
吉,1,6,['よし'],"['キチ', 'キツ']"
巾,2,3,"['おお.い', 'ちきり', 'きれ']","['キン', 'フク']"
福,3,13,,['フク']
祉,1,8,,['シ']
膨,5,16,"['ふく.らむ', 'ふく.れる']",['ボウ']
耽,1,10,['ふけ.る'],['タン']
豪,2,14,['えら.い'],['ゴウ']
負,9,9,"['ま.ける', 'ま.かす', 'お.う']",['フ']
債,1,13,,['サイ']
侮,1,8,"['あなど.る', 'あなず.る']",['ブ']
辱,1,10,['はずかし.める'],['ジョク']
武,4,8,"['たけ', 'たけ.し']","['ブ', 'ム']"
復,6,12,['また'],['フク']
仏,2,4,['ほとけ'],"['ブツ', 'フツ']"
沸,3,8,"['わ.く', 'わ.かす']",['フツ']
騰,1,20,"['あが.る', 'のぼ.る']",['トウ']
腐,2,14,"['くさ.る', '-くさ.る', 'くさ.れる', 'くさ.れ', 'くさ.らす', 'くさ.す']",['フ']
普,4,12,"['あまね.く', 'あまねし']",['フ']
遍,2,12,['あまね.く'],['ヘン']
踏,4,15,"['ふ.む', 'ふ.まえる']",['トウ']
門,4,8,"['かど', 'と']",['モン']
扶,1,7,['たす.ける'],['フ']
養,8,15,['やしな.う'],"['ヨウ', 'リョウ']"
震,3,15,"['ふる.う', 'ふる.える', 'ふる.わせる', 'ふる.わす']",['シン']
礼,5,5,,"['レイ', 'ライ']"
憤,1,15,['いきどお.る'],['フン']
慨,1,13,['なげ.く'],['ガイ']
紛,4,10,"['まぎ.れる', '-まぎ.れ', 'まぎ.らす', 'まぎ.らわす', 'まぎ.らわしい']",['フン']
噴,3,15,['ふ.く'],['フン']
奮,2,16,['ふる.う'],['フン']
母,13,5,"['はは', 'も']",['ボ']
離,4,19,"['はな.れる', 'はな.す']",['リ']
裂,4,12,"['さ.く', 'さ.ける', '-ぎ.れ']",['レツ']
兵,3,7,['つわもの'],"['ヘイ', 'ヒョウ']"
閉,6,11,"['と.じる', 'と.ざす', 'し.める', 'し.まる', 'た.てる']",['ヘイ']
平,17,5,"['たい.ら', 'たい.らげる', 'ひら']","['ヘイ', 'ビョウ', 'ヒョウ']"
辟,1,13,"['きみ', 'ひら.く', 'め.す']","['ヘキ', 'ヒ']"
偏,1,11,['かたよ.る'],['ヘン']
遷,1,15,"['うつ.る', 'うつ.す', 'みやこがえ']",['セン']
答,7,12,"['こた.える', 'こた.え']",['トウ']
穂,1,15,['ほ'],['スイ']
妨,2,7,['さまた.げる'],['ボウ']
豊,3,13,"['ゆた.か', 'とよ']","['ホウ', 'ブ']"
射,7,10,"['い.る', 'さ.す', 'う.つ']",['シャ']
報,9,12,['むく.いる'],['ホウ']
酬,1,13,['むく.いる'],"['シュウ', 'シュ', 'トウ']"
紡,1,10,['つむ.ぐ'],['ボウ']
廷,1,7,,['テイ']
冒,2,9,['おか.す'],['ボウ']
褒,2,15,['ほ.める'],['ホウ']
葬,2,12,['ほうむ.る'],['ソウ']
飽,3,13,"['あ.きる', 'あ.かす', 'あ.く']",['ホウ']
捕,8,10,"['と.らえる', 'と.らわれる', 'と.る', 'とら.える', 'とら.われる', 'つか.まえる', 'つか.まる']",['ホ']
管,5,14,['くだ'],['カン']
補,8,12,['おぎな.う'],['ホ']
牧,4,8,['まき'],['ボク']
師,5,10,['いくさ'],['シ']
鯨,1,19,['くじら'],['ゲイ']
惚,1,11,"['ほけ.る', 'ぼ.ける', 'ほ.れる']",['コツ']
険,4,11,['けわ.しい'],['ケン']
綻,1,14,['ほころ.びる'],['タン']
舗,1,15,,['ホ']
墓,2,13,['はか'],['ボ']
虜,1,13,"['とりこ', 'とりく']","['リョ', 'ロ']"
館,9,16,"['やかた', 'たて']",['カン']
舞,6,15,"['ま.う', '-ま.う', 'まい']",['ブ']
賄,1,13,['まかな.う'],['ワイ']
酔,3,11,"['よ.う', 'よ.い', 'よ']",['スイ']
二,7,2,"['ふた', 'ふた.つ', 'ふたたび']","['ニ', 'ジ']"
纏,2,21,"['まつ.わる', 'まと.う', 'まと.める', 'まと.まる', 'まと.い']","['テン', 'デン']"
免,5,8,"['まぬか.れる', 'まぬが.れる']",['メン']
招,3,8,['まね.く'],['ショウ']
瞬,3,18,"['またた.く', 'まじろ.ぐ']",['シュン']
痺,1,13,['しび.れる'],['ヒ']
眉,1,9,['まゆ'],"['ビ', 'ミ']"
鞠,1,17,['まり'],"['キク', 'キュウ']"
丸,7,3,"['まる', 'まる.める', 'まる.い']",['ガン']
苦,12,8,"['くる.しい', '-ぐる.しい', 'くる.しむ', 'くる.しめる', 'にが.い', 'にが.る']",['ク']
峰,1,10,"['みね', 'ね']",['ホウ']
婿,1,12,['むこ'],['セイ']
邪,4,8,['よこし.ま'],['ジャ']
闇,2,17,"['やみ', 'くら.い']","['アン', 'オン']"
斑,1,12,"['ふ', 'まだら']",['ハン']
簿,1,19,,['ボ']
誉,1,13,"['ほま.れ', 'ほ.める']",['ヨ']
瞭,1,17,['あきらか'],['リョウ']
恵,5,10,"['めぐ.む', 'めぐ.み']","['ケイ', 'エ']"
召,2,5,['め.す'],['ショウ']
雌,1,14,"['め-', 'めす', 'めん']",['シ']
申,12,5,"['もう.す', 'もう.し-', 'さる']",['シン']
盲,1,8,['めくら'],['モウ']
猛,1,11,,['モウ']
倣,2,10,['なら.う'],['ホウ']
股,2,8,"['また', 'もも']",['コ']
腿,1,13,['もも'],['タイ']
漏,3,14,"['も.る', 'も.れる', 'も.らす']",['ロウ']
脆,1,10,"['もろ.い', 'よわい']","['ゼイ', 'セイ', 'セツ']"
矢,2,5,['や'],['シ']
薬,6,16,['くすり'],['ヤク']
役,11,7,,"['ヤク', 'エキ']"
敷,5,15,"['し.く', '-し.き']",['フ']
奴,1,5,"['やつ', 'やっこ']",['ド']
優,12,17,"['やさ.しい', 'すぐ.れる', 'まさ.る']","['ユウ', 'ウ']"
憂,1,15,"['うれ.える', 'うれ.い', 'う.い', 'う.き']",['ユウ']
鬱,1,29,"['うっ.する', 'ふさ.ぐ', 'しげ.る']",['ウツ']
越,8,12,"['こ.す', '-こ.す', '-ご.し', 'こ.える', '-ご.え']","['エツ', 'オツ']"
勇,3,9,['いさ.む'],['ユウ']
夕,7,3,['ゆう'],['セキ']
暮,5,14,"['く.れる', 'く.らす']",['ボ']
融,3,16,"['と.ける', 'と.かす']",['ユウ']
遊,4,12,"['あそ.ぶ', 'あそ.ばす']","['ユウ', 'ユ']"
幽,1,9,"['ふか.い', 'かす.か', 'くら.い', 'しろ.い']",['ユウ']
霊,1,15,['たま'],"['レイ', 'リョウ']"
歪,2,9,"['いが.む', 'いびつ', 'ひず.む', 'ゆが.む']","['ワイ', 'エ']"
揺,4,12,"['ゆ.れる', 'ゆ.る', 'ゆ.らぐ', 'ゆ.るぐ', 'ゆ.する', 'ゆ.さぶる', 'ゆ.すぶる', 'うご.く']",['ヨウ']
弓,1,3,['ゆみ'],['キュウ']
要,15,9,"['い.る', 'かなめ']",['ヨウ']
因,3,6,"['よ.る', 'ちな.む']",['イン']
溶,7,13,"['と.ける', 'と.かす', 'と.く']",['ヨウ']
件,4,6,['くだん'],['ケン']
紙,9,10,['かみ'],['シ']
請,3,15,"['こ.う', 'う.ける']","['セイ', 'シン', 'ショウ']"
洋,7,9,,['ヨウ']
余,11,7,"['あま.る', 'あま.り', 'あま.す', 'あんま.り']",['ヨ']
暇,3,13,"['ひま', 'いとま']",['カ']
預,4,13,"['あず.ける', 'あず.かる']",['ヨ']
抑,2,7,['おさ.える'],['ヨク']
室,9,9,['むろ'],['シツ']
避,3,16,"['さ.ける', 'よ.ける']",['ヒ']
